isbn13	titulo	link_detalle	link_imagen	materia	autor	editorial	fecha_pub	id_coleccion	autor_principal	link_indice	link_resenya	precio	tipo_iva	paginas
9788498766592	Los Guardias Civiles en la prensa española durante la Democracia (1978-2008)	http://www.tirant.com/detalle?articulo=9788498766592	http://www.tirant.com/portadas/9788498766592.jpg	0100000000|0102000000|0102110000|0100000000|0111000000|0111030000|0100000000|0117000000|0117010000|	|Carlos A. Capa Gil |Manuel del Álamo Andrés |Luis Miguel Torres Chico	Tirant lo Blanch	11/2009	2584	Carlos A. Capa Gil	http://www.tirant.com/indexes/9788498766592.txt	http://www.tirant.com/resenyas/9788498766592-resenya.txt	10.00	3	134
9788498768824	Contestaciones al programa de Derecho Constitucional para acceso a las carreras Judicial y Fiscal	http://www.tirant.com/detalle?articulo=9788498768824	http://www.tirant.com/portadas/9788498768824.jpg	0100000000|0113000000|0113010000|	|J. Agustín Amorós Martínez |Javier Roda Alcayde |Manuel Sarrión Sierra	Tirant lo Blanch	09/2010	52	J. Agustín Amorós Martínez	http://www.tirant.com/indexes/9788498768824.txt	http://www.tirant.com/resenyas/9788498768824-resenya.txt	45.00	3	540
E000000000944	Prosopopeya nº6 2008-2009 Literatura comparada , poscolonialismo y traducción	http://www.tirant.com/detalle?articulo=E000000000944	http://www.tirant.com/portadas/E000000000944.jpg	0300000000|0311000000|0311010000|	|Manuel Asensi Pérez |Beatriz Ferrús Antón	Tirant lo Blanch	06/2010	2900	Manuel Asensi Pérez	http://www.tirant.com/indexes/E000000000944.txt	http://www.tirant.com/resenyas/E000000000944-resenya.txt	13.00	3	266
9788484562313	Ocupación , conservación y destrucción de las piezas de convicción	http://www.tirant.com/detalle?articulo=9788484562313	http://www.tirant.com/portadas/9788484562313.jpg	0100000000|0105000000|0105010000|	|Luis Alfredo de Diego Díez	Tirant lo Blanch	02/2005	62	Luis Alfredo de Diego Díez	http://www.tirant.com/indexes/9788484562313.txt	http://www.tirant.com/resenyas/9788484562313-resenya.txt	10.00	3	164
9788498765793	Las víctimas ante los tribunales penales internacionales ad hoc	http://www.tirant.com/detalle?articulo=9788498765793	http://www.tirant.com/portadas/9788498765793.jpg	0100000000|0103000000|0103050000|0103050100|0100000000|0117000000|0117010000|	|Juana del Carpio Delgado	Tirant lo Blanch	09/2009	39	Juana del Carpio Delgado	http://www.tirant.com/indexes/9788498765793.txt	http://www.tirant.com/resenyas/9788498765793-resenya.txt	15.00	3	334
9788498769043	La reforma laboral en el Real Decreto-Ley 10/2010	http://www.tirant.com/detalle?articulo=9788498769043	http://www.tirant.com/portadas/9788498769043.jpg	0100000000|0104000000|0104010000|	|Carlos l. Alfonso Mellado |Ángel Blasco Pellicer |Luis Miguel Camps Ruiz |José María Goerlich Peset	Tirant lo Blanch	07/2010	41	Carlos l. Alfonso Mellado	http://www.tirant.com/indexes/9788498769043.txt	http://www.tirant.com/resenyas/9788498769043-resenya.txt	10.50	3	241
9788484569176	Ejercicios y Esquemas de Dinero y Banca	http://www.tirant.com/detalle?articulo=9788484569176	http://www.tirant.com/portadas/9788484569176.jpg	0200000000|0201000000|0201010000|0200000000|0215000000|	|José Luis Calvo González |José Antonio Martínez Álvarez |Rubén Hitos Santos	Tirant lo Blanch	09/2007	2654	José Luis Calvo González	http://www.tirant.com/indexes/9788484569176.txt	http://www.tirant.com/resenyas/9788484569176-resenya.txt	6.00	3	110
9788498768299	Los efectos de la declaración de concurso en los contratos bilaterales	http://www.tirant.com/detalle?articulo=9788498768299	http://www.tirant.com/portadas/9788498768299.jpg	0100000000|0101000000|0101280000|0100000000|0117000000|0117010000|	|Ana Moreno Sánchez-Moraleda	Tirant lo Blanch	05/2010	2708	Ana Moreno Sánchez-Moraleda	http://www.tirant.com/indexes/9788498768299.txt	http://www.tirant.com/resenyas/9788498768299-resenya.txt	20.50	3	508
9788498766530	Ley de Sociedades Anónimas y Ley de Sociedades de Responsabilidad Limitada	http://www.tirant.com/detalle?articulo=9788498766530	http://www.tirant.com/portadas/9788498766530.jpg	0100000000|0101000000|0101040000|0100000000|0117000000|0117010000|	|Javier Megías López	Tirant lo Blanch	10/2009	37	Javier Megías López	http://www.tirant.com/indexes/9788498766530.txt	http://www.tirant.com/resenyas/9788498766530-resenya.txt	11.00	3	556
9788484568803	Politica criminal y reformas penales	http://www.tirant.com/detalle?articulo=9788484568803	http://www.tirant.com/portadas/9788484568803.jpg	0100000000|0103000000|0103060000|0103060100|0100000000|0117000000|0117010000|	|Patricia Faraldo Cabana |Luz María Puente Aba |José Antonio Ramos Vázquez |y otros	Tirant lo Blanch	09/2007	39	Patricia Faraldo Cabana	http://www.tirant.com/indexes/9788484568803.txt	http://www.tirant.com/resenyas/9788484568803-resenya.txt	19.00	3	438
9788484565918	Pensamiento Romano	http://www.tirant.com/detalle?articulo=9788484565918	http://www.tirant.com/portadas/9788484565918.jpg	0300000000|0304000000|0304030000|0300000000|0306000000|0306060000|	|Salvador Mas	Tirant lo Blanch	09/2006	2633	Salvador Mas	http://www.tirant.com/indexes/9788484565918.txt	http://www.tirant.com/resenyas/9788484565918-resenya.txt	15.00	3	725
9788490041185	Protección de las personas en situación de desempleo	http://www.tirant.com/detalle?articulo=9788490041185	http://www.tirant.com/portadas/9788490041185.jpg	0100000000|0104000000|0104100000|0100000000|0117000000|0117010000|	|José Francisco Blasco Lahoz	Tirant lo Blanch	05/2011	44	José Francisco Blasco Lahoz	http://www.tirant.com/indexes/9788490041185.txt	http://www.tirant.com/resenyas/9788490041185-resenya.txt	45.00	3	701
9788484427377	Tráfico de personas e inmigración ilegal	http://www.tirant.com/detalle?articulo=9788484427377	http://www.tirant.com/portadas/9788484427377.jpg	0100000000|0102000000|0102200000|0100000000|0103000000|0103060000|0103060200|0100000000|0117000000|0117010000|	|Francisco Javier de León Villalba	Tirant lo Blanch	2003	39	Francisco Javier de León Villalba	http://www.tirant.com/indexes/9788484427377.txt	http://www.tirant.com/resenyas/9788484427377-resenya.txt	25.00	3	454
9788484563785	El Principio Democrático de Autoimposición en la Producción Normativa de la Unión Europea	http://www.tirant.com/detalle?articulo=9788484563785	http://www.tirant.com/portadas/9788484563785.jpg	0100000000|0106000000|0106010000|	|Francisco M. Carrasco González	Tirant lo Blanch	11/2005	43	Francisco M. Carrasco González	http://www.tirant.com/indexes/9788484563785.txt	http://www.tirant.com/resenyas/9788484563785-resenya.txt	11.00	3	269
9788484564805	La protección judicial de los derechos fundamentales en Brasil, Colombia y España	http://www.tirant.com/detalle?articulo=9788484564805	http://www.tirant.com/portadas/9788484564805.jpg	0100000000|0107000000|0107070000|	|Emilio Pajares Montolío	Tirant lo Blanch	11/2005	1929	Emilio Pajares Montolío	http://www.tirant.com/indexes/9788484564805.txt	http://www.tirant.com/resenyas/9788484564805-resenya.txt	10.00	3	211
9788498762105	La ONU y el mantenimiento de la paz en el siglo XXI	http://www.tirant.com/detalle?articulo=9788498762105	http://www.tirant.com/portadas/9788498762105.jpg	0100000000|0111000000|0111040000|0100000000|0117000000|0117010000|	|Jorge Cardona Llorens	Tirant lo Blanch	09/2008	39	Jorge Cardona Llorens	http://www.tirant.com/indexes/9788498762105.txt	http://www.tirant.com/resenyas/9788498762105-resenya.txt	27.00	3	494
9788490043141	Derecho del Trabajo	http://www.tirant.com/detalle?articulo=9788490043141	http://www.tirant.com/portadas/9788490043141.jpg	0100000000|0104000000|0104010000|	|Luis Miguel Camps Ruiz |Juan Manuel Ramírez Martínez |Carlos l. Alfonso Mellado |María Amparo Ballester Pastor |Ángel Blasco Pellicer |Jesús García Ortega |José María Goerlich Peset |Juan López Gandía |Francisco Pérez de los Cobos Orihuel |Remedios Roquet	Tirant lo Blanch	09/2011	2645	Luis Miguel Camps Ruiz	http://www.tirant.com/indexes/9788490043141.txt	http://www.tirant.com/resenyas/9788490043141-resenya.txt	30.00	3	756
9788490043349	Derecho Procesal Civil Parte General	http://www.tirant.com/detalle?articulo=9788490043349	http://www.tirant.com/portadas/9788490043349.jpg	0100000000|0105000000|0105010000|	|Valentín Cortés Domínguez |Victor Moreno Catena	Tirant lo Blanch	09/2011	2649	Valentín Cortés Domínguez	http://www.tirant.com/indexes/9788490043349.txt	http://www.tirant.com/resenyas/9788490043349-resenya.txt	27.00	3	452
9788498767452	Normativa y Jurisprudencia básica del Derecho de la Unión Europea	http://www.tirant.com/detalle?articulo=9788498767452	http://www.tirant.com/portadas/9788498767452.jpg	0100000000|0109000000|0109030000|0100000000|0117000000|0117010000|	|Valentín Bou Franch |María Cervera Vallterra	Tirant lo Blanch	02/2010	2651	Valentín Bou Franch	http://www.tirant.com/indexes/9788498767452.txt	http://www.tirant.com/resenyas/9788498767452-resenya.txt	21.00	3	694
9788498767490	Mujer , derecho y sociedad en el siglo XXI	http://www.tirant.com/detalle?articulo=9788498767490	http://www.tirant.com/portadas/9788498767490.jpg	0100000000|0107000000|0107020000|0100000000|0117000000|0117010000|	|Ruth María Abril Stoffels |Ainhoa Uribe Otalora |y otros	Tirant lo Blanch	02/2010	39	Ruth María Abril Stoffels	http://www.tirant.com/indexes/9788498767490.txt	http://www.tirant.com/resenyas/9788498767490-resenya.txt	17.00	3	368
9788484568544	Cine , imaginario y turismo	http://www.tirant.com/detalle?articulo=9788484568544	http://www.tirant.com/portadas/9788484568544.jpg	0200000000|0201000000|0201090000|0200000000|0215000000|0300000000|0310000000|0310020000|0300000000|0319000000|	|Antonia del Rey Reguillo |Eugenia Afinoguénova |Justin Crumbaugh |Annabel Martín |Rosa Mestre Pérez |Santiago Renard Álvarez |Begoña Soto Vázquez |Konstantin Stanishevski Kushneriov	Tirant lo Blanch	10/2007	2900	Antonia del Rey Reguillo	http://www.tirant.com/indexes/9788484568544.txt	http://www.tirant.com/resenyas/9788484568544-resenya.txt	11.00	3	269
9788498769128	La protección social de los extranjeros en España	http://www.tirant.com/detalle?articulo=9788498769128	http://www.tirant.com/portadas/9788498769128.jpg	0100000000|0104000000|0104100000|0100000000|0117000000|0117010000|	|Santiago González Ortega |Manuel Ramón Alarcón Caracuel |Susana Barcelón Cobedo |Cristina Blasco Rasero |Carmen Carrero Domínguez |Esther Carrizosa Prieto |Fernando Elorza Guerrero |Manuel García Muñoz |David Lantarón Barquín |Marta Navas-Parejo Alonso |M	Tirant lo Blanch	09/2010	39	Santiago González Ortega	http://www.tirant.com/indexes/9788498769128.txt	http://www.tirant.com/resenyas/9788498769128-resenya.txt	25.00	3	518
9788498767674	Victimología forense y Derecho penal	http://www.tirant.com/detalle?articulo=9788498767674	http://www.tirant.com/portadas/9788498767674.jpg	0100000000|0112000000|0112010000|0100000000|0117000000|0117010000|	|Pedro Ángel Rubio Lara |Eduardo Osuna Carrillo de Albornoz |Faustina Sánchez Rodríguez |Carmen Torres Sánchez |Juan Pedro Hernández del Rincón |María José Catalán Frías |A. Luna Maldonado |Alfonso Carlos Aliaga Casanova |Juan José Díaz Jiménez	Tirant lo Blanch	04/2010	54	Pedro Ángel Rubio Lara	http://www.tirant.com/indexes/9788498767674.txt	http://www.tirant.com/resenyas/9788498767674-resenya.txt	17.50	3	396
9788499850641	Legislació catalana sobre dret de família	http://www.tirant.com/detalle?articulo=9788499850641	http://www.tirant.com/portadas/9788499850641.jpg	0100000000|0101000000|0101040000|0100000000|0117000000|0117010000|	|José Antonio García González	Tirant lo Blanch	02/2011	37	José Antonio García González	http://www.tirant.com/indexes/9788499850641.txt	http://www.tirant.com/resenyas/9788499850641-resenya.txt	59.00	3	950
9788490043004	Derecho Jurisdiccional II Proceso civil	http://www.tirant.com/detalle?articulo=9788490043004	http://www.tirant.com/portadas/9788490043004.jpg	0100000000|0105000000|0105010000|	|Juan Montero Aroca |Juan Luis Gómez Colomer |Alberto Montón Redondo |Silvia Barona Vilar	Tirant lo Blanch	09/2011	2649	Juan Montero Aroca	http://www.tirant.com/indexes/9788490043004.txt	http://www.tirant.com/resenyas/9788490043004-resenya.txt	27.00	3	934
9788490044407	Pack Textos Legales Procesales	http://www.tirant.com/detalle?articulo=9788490044407	http://www.tirant.com/portadas/9788490044407.jpg	0100000000|0102000000|0102030000|0100000000|0104000000|0104030000|0100000000|0105000000|0105030000|	|Juan Montero Aroca |Mª Pía Calderón Cuadrado |Juan Luis Gómez Colomer |José Flors Matíes |Luciano Parejo Alfonso |Antonio Descalzo González |José María Goerlich Peset |Ángel Blasco Pellicer	Tirant lo Blanch	11/2011	37	Juan Montero Aroca	http://www.tirant.com/indexes/9788490044407.txt	http://www.tirant.com/resenyas/9788490044407-resenya.txt	18.00	3	2644
9788498763690	Acuerdos del pleno de la Sala penal del Tribunal Supremo para unificación de la Jurisprudencia	http://www.tirant.com/detalle?articulo=9788498763690	http://www.tirant.com/portadas/9788498763690.jpg	0100000000|0103000000|0103050000|0103050100|0100000000|0117000000|0117010000|	|Carlos Granados Pérez	Tirant lo Blanch	12/2008	44	Carlos Granados Pérez	http://www.tirant.com/indexes/9788498763690.txt	http://www.tirant.com/resenyas/9788498763690-resenya.txt	35.00	3	550
9788498763560	Protección de datos Comentarios al Reglamento de Desarrollo de la LOPD	http://www.tirant.com/detalle?articulo=9788498763560	http://www.tirant.com/portadas/9788498763560.jpg	0100000000|0101000000|0101060000|0100000000|0102000000|0102110000|	|Ricard Martínez Martínez |Rosa Barceló |Mª Belén Cardona Rubert |Eduard A. Chaveli Donet |Manuel Fernández Salmerón |Alberto Palomar Olmedo |Antonia Paniza Fullana |María Verónica Pérez Asinari |Lorenzo Prats Albentosa |Agustín Puente Escobar |Jesús Rubí 	Tirant lo Blanch	12/2008	44	Ricard Martínez Martínez	http://www.tirant.com/indexes/9788498763560.txt	http://www.tirant.com/resenyas/9788498763560-resenya.txt	25.00	3	293
9788490041314	Leyes básicas de la Comunidad Valenciana	http://www.tirant.com/detalle?articulo=9788490041314	http://www.tirant.com/portadas/9788490041314.jpg	0100000000|0102000000|0102030000|0100000000|0117000000|0117010000|	|Mª José Ridaura Martínez	Tirant lo Blanch	05/2011	37	Mª José Ridaura Martínez	http://www.tirant.com/indexes/9788490041314.txt	http://www.tirant.com/resenyas/9788490041314-resenya.txt	12.00	3	751
9788490041147	Seguridad Social	http://www.tirant.com/detalle?articulo=9788490041147	http://www.tirant.com/portadas/9788490041147.jpg	0100000000|0104000000|0104100000|0100000000|0117000000|0117010000|	|José Francisco Blasco Lahoz	Tirant lo Blanch	05/2011	2684	José Francisco Blasco Lahoz	http://www.tirant.com/indexes/9788490041147.txt	http://www.tirant.com/resenyas/9788490041147-resenya.txt	60.00	3	1437
9788484567516	El legado de cosa hipotecada	http://www.tirant.com/detalle?articulo=9788484567516	http://www.tirant.com/portadas/9788484567516.jpg	0100000000|0101000000|0101120000|0100000000|0117000000|0117010000|	|Mª Belén Sáinz-Cantero Caparrós	Tirant lo Blanch	09/2007	39	Mª Belén Sáinz-Cantero Caparrós	http://www.tirant.com/indexes/9788484567516.txt	http://www.tirant.com/resenyas/9788484567516-resenya.txt	12.00	3	180
9788484565598	La exigibilidad de los derechos sociales	http://www.tirant.com/detalle?articulo=9788484565598	http://www.tirant.com/portadas/9788484565598.jpg	0100000000|0107000000|0107020000|0100000000|0111000000|0111030000|0100000000|0117000000|0117010000|	|Teresa Vicente Giménez	Tirant lo Blanch	03/2006	2536	Teresa Vicente Giménez	http://www.tirant.com/indexes/9788484565598.txt	http://www.tirant.com/resenyas/9788484565598-resenya.txt	10.00	3	132
9788490043448	Curso básico de Derecho del Trabajo (para titulaciones no jurídicas)	http://www.tirant.com/detalle?articulo=9788490043448	http://www.tirant.com/portadas/9788490043448.jpg	0100000000|0104000000|0104010000|	|Juan Manuel Ramírez Martínez	Tirant lo Blanch	09/2011	2645	Juan Manuel Ramírez Martínez	http://www.tirant.com/indexes/9788490043448.txt	http://www.tirant.com/resenyas/9788490043448-resenya.txt	14.40	3	349
9788498766493	Personal colaborador con el Poder Judicial 2ª Edición 2009	http://www.tirant.com/detalle?articulo=9788498766493	http://www.tirant.com/portadas/9788498766493.jpg	0100000000|0105000000|0105030000|0100000000|0117000000|0117010000|	|Juan Montero Aroca |José Flors Matíes	Tirant lo Blanch	10/2009	37	Juan Montero Aroca	http://www.tirant.com/indexes/9788498766493.txt	http://www.tirant.com/resenyas/9788498766493-resenya.txt	5.00	3	367
9788498766196	Las notificaciones electrónicas en el procedimiento administrativo	http://www.tirant.com/detalle?articulo=9788498766196	http://www.tirant.com/portadas/9788498766196.jpg	0100000000|0102000000|0102110000|0100000000|0117000000|0117010000|	|Isaac Martín Delgado	Tirant lo Blanch	10/2009	2641	Isaac Martín Delgado	http://www.tirant.com/indexes/9788498766196.txt	http://www.tirant.com/resenyas/9788498766196-resenya.txt	13.00	3	156
9788498763911	Estudios de Ciencia Política y de la Administración	http://www.tirant.com/detalle?articulo=9788498763911	http://www.tirant.com/portadas/9788498763911.jpg	0100000000|0102000000|0102100000|0100000000|0117000000|0117010000|0200000000|0204000000|	|Juan Montabes Pereira |Raquel Ojeda García |y otros	Tirant lo Blanch	04/2009	51	Juan Montabes Pereira	http://www.tirant.com/indexes/9788498763911.txt	http://www.tirant.com/resenyas/9788498763911-resenya.txt	25.00	3	475
9788498764666	Respuestas internacionales a los retos de la seguridad	http://www.tirant.com/detalle?articulo=9788498764666	http://www.tirant.com/portadas/9788498764666.jpg	0100000000|0112000000|0112010000|0100000000|0117000000|0117010000|0200000000|0214000000|	|Luis Ramón Ruiz Rodríguez |y otros	Tirant lo Blanch	04/2009	54	Luis Ramón Ruiz Rodríguez	http://www.tirant.com/indexes/9788498764666.txt	http://www.tirant.com/resenyas/9788498764666-resenya.txt	20.00	3	326
9788498763065	Magistratura profesional	http://www.tirant.com/detalle?articulo=9788498763065	http://www.tirant.com/portadas/9788498763065.jpg	0100000000|0105000000|0105010000|0100000000|0117000000|0117010000|	|Magnolia Pardo López	Tirant lo Blanch	04/2009	39	Magnolia Pardo López	http://www.tirant.com/indexes/9788498763065.txt	http://www.tirant.com/resenyas/9788498763065-resenya.txt	20.00	3	318
9788498769111	Curso de Derecho Internacional de los Derechos Humanos	http://www.tirant.com/detalle?articulo=9788498769111	http://www.tirant.com/portadas/9788498769111.jpg	0100000000|0109000000|0109010000|	|Valentín Bou Franch |Mireya Castillo Daudí	Tirant lo Blanch	09/2010	2651	Valentín Bou Franch	http://www.tirant.com/indexes/9788498769111.txt	http://www.tirant.com/resenyas/9788498769111-resenya.txt	20.50	3	428
9788498768442	Recurso de Casación y de Revisión Penal	http://www.tirant.com/detalle?articulo=9788498768442	http://www.tirant.com/portadas/9788498768442.jpg	0100000000|0105000000|0105060000|0100000000|0117000000|0117010000|	|Andrés Martínez Arrieta	Tirant lo Blanch	09/2010	44	Andrés Martínez Arrieta	http://www.tirant.com/indexes/9788498768442.txt	http://www.tirant.com/resenyas/9788498768442-resenya.txt	26.00	3	405
9788498761641	Estructura del proceso laboral	http://www.tirant.com/detalle?articulo=9788498761641	http://www.tirant.com/portadas/9788498761641.jpg	0100000000|0104000000|0104110000|0100000000|0117000000|0117010000|	|Jaime Alemañ Cano	Tirant lo Blanch	07/ 2008	39	Jaime Alemañ Cano	http://www.tirant.com/indexes/9788498761641.txt	http://www.tirant.com/resenyas/9788498761641-resenya.txt	11.00	3	174
9788484562504	La otra cara de Wojtyla	http://www.tirant.com/detalle?articulo=9788484562504	http://www.tirant.com/portadas/9788484562504.jpg	0300000000|0307000000|	|Giancarlo Zizola	Tirant lo Blanch	02/2005	2575	Giancarlo Zizola	http://www.tirant.com/indexes/9788484562504.txt	http://www.tirant.com/resenyas/9788484562504-resenya.txt	15.00	3	558
9788484563631	El recurso de amparo : un enfoque laboral	http://www.tirant.com/detalle?articulo=9788484563631	http://www.tirant.com/portadas/9788484563631.jpg	0100000000|0104000000|0104010000|	|Jesús R. Mercader Uguina |Magdalena Nogueira Guastavino	Tirant lo Blanch	06/2005	2583	Jesús R. Mercader Uguina	http://www.tirant.com/indexes/9788484563631.txt	http://www.tirant.com/resenyas/9788484563631-resenya.txt	15.00	3	284
9788498760545	Protocolos de gestión de personal en la administración local	http://www.tirant.com/detalle?articulo=9788498760545	http://www.tirant.com/portadas/9788498760545.jpg	0100000000|0102000000|0102060000|0100000000|0117000000|0117010000|	|José Ignacio Rosat Aced |Dolores Aguas Sanmartín |Josefa García Iranzo |Inmaculada Montilla Lurbe |Yolanda Picazo Oñate	Tirant lo Blanch	02/2008	2682	José Ignacio Rosat Aced	http://www.tirant.com/indexes/9788498760545.txt	http://www.tirant.com/resenyas/9788498760545-resenya.txt	11.00	3	246
9788484569169	Curso fonético-introductorio a la lengua rusa para los hispanohablantes	http://www.tirant.com/detalle?articulo=9788484569169	http://www.tirant.com/portadas/9788484569169.jpg	0300000000|0311000000|0311060000|0300000000|0319000000|	|Vladimir Shyshkov	Tirant lo Blanch	09/2007	2900	Vladimir Shyshkov	http://www.tirant.com/indexes/9788484569169.txt	http://www.tirant.com/resenyas/9788484569169-resenya.txt	12.00	3	214
9788498763706	Atenuantes de reparación y de confesión	http://www.tirant.com/detalle?articulo=9788498763706	http://www.tirant.com/portadas/9788498763706.jpg	0100000000|0103000000|0103050000|0103050400|0100000000|0117000000|0117010000|	|Enara Garro Carrera |Adela Asúa Batarrita	Tirant lo Blanch	12/2008	39	Enara Garro Carrera	http://www.tirant.com/indexes/9788498763706.txt	http://www.tirant.com/resenyas/9788498763706-resenya.txt	14.00	3	222
9788498763508	Tratado de Criminología . 4ª edición actualizada , corregida y aumentada	http://www.tirant.com/detalle?articulo=9788498763508	http://www.tirant.com/portadas/9788498763508.jpg	0100000000|0112000000|0112010000|0100000000|0117000000|0117010000|0200000000|0214000000|0200000000|0215000000|	|Antonio García-Pablos de Molina	Tirant lo Blanch	2008	58	Antonio García-Pablos de Molina	http://www.tirant.com/indexes/9788498763508.txt	http://www.tirant.com/resenyas/9788498763508-resenya.txt	60.00	3	1271
E000000000947	Revista Jurídica de la Comunidad Valenciana 35/2010	http://www.tirant.com/detalle?articulo=E000000000947	http://www.tirant.com/portadas/E000000000947.jpg	0100000000|0114000000|	|Director José Flors Matíes	Tirant lo Blanch	09/2010	2469	Director José Flors Matíes	http://www.tirant.com/indexes/E000000000947.txt	http://www.tirant.com/resenyas/E000000000947-resenya.txt	19.00	3	379
9788484562245	La delincuencia violenta ¿ Prevenir , castigar o rehabilitar ?	http://www.tirant.com/detalle?articulo=9788484562245	http://www.tirant.com/portadas/9788484562245.jpg	0100000000|0112000000|0112010000|	|José Cid Moliné |Elena Larrauri Pijoan	Tirant lo Blanch	04/2005	54	José Cid Moliné	http://www.tirant.com/indexes/9788484562245.txt	http://www.tirant.com/resenyas/9788484562245-resenya.txt	10.00	3	212
9788484562283	Las categorías de la tipicidad	http://www.tirant.com/detalle?articulo=9788484562283	http://www.tirant.com/portadas/9788484562283.jpg	0100000000|0103000000|0103050000|0103050200|	|Eric Wolf	Tirant lo Blanch	04/2005	40	Eric Wolf	http://www.tirant.com/indexes/9788484562283.txt	http://www.tirant.com/resenyas/9788484562283-resenya.txt	10.00	3	125
9788484563198	Constitución Europea y Constituciones Nacionales	http://www.tirant.com/detalle?articulo=9788484563198	http://www.tirant.com/portadas/9788484563198.jpg	0100000000|0107000000|0107010000|0100000000|0109000000|0109030000|	|Marta Cartabia |Bruno de Witte |Pablo Pérez Tremps |Itzíar Gómez Fernández	Tirant lo Blanch	04/2005	1929	Marta Cartabia	http://www.tirant.com/indexes/9788484563198.txt	http://www.tirant.com/resenyas/9788484563198-resenya.txt	20.00	3	692
9788484562290	Precios de transferencia e impuesto sobre sociedades	http://www.tirant.com/detalle?articulo=9788484562290	http://www.tirant.com/portadas/9788484562290.jpg	0100000000|0106000000|0106120000|	|José Manuel Calderón Carrero	Tirant lo Blanch	04/2005	43	José Manuel Calderón Carrero	http://www.tirant.com/indexes/9788484562290.txt	http://www.tirant.com/resenyas/9788484562290-resenya.txt	10.00	3	189
9788484563150	Política y Gobierno en América Latina	http://www.tirant.com/detalle?articulo=9788484563150	http://www.tirant.com/portadas/9788484563150.jpg	0200000000|0204000000|	|Ismael Crespo Martínez |Antonia Martínez Rodríguez	Tirant lo Blanch	05/2005	2666	Ismael Crespo Martínez	http://www.tirant.com/indexes/9788484563150.txt	http://www.tirant.com/resenyas/9788484563150-resenya.txt	15.00	3	455
9788490046111	España en la Unión Europea . 25 años después	http://www.tirant.com/detalle?articulo=9788490046111	http://www.tirant.com/portadas/9788490046111.jpg	0100000000|0109000000|0109030000|0100000000|0117000000|0117010000|	|Mariona Farré Perdiguer |Teresa Torres Solé |Alfredo Pastor Bodmer |Mercè Sala Ríos |Rafael Muñoz del Bustillo Llorente |Germà Bel Queralt |Antoni Garrido Torres |Antón Costas Comesaña	Tirant lo Blanch	01/2012	51	Mariona Farré Perdiguer	http://www.tirant.com/indexes/9788490046111.txt	http://www.tirant.com/resenyas/9788490046111-resenya.txt	15.00	3	134
9788490045695	Las cláusulas de exigibilidad anticipada del crédito en los contratos bancarios	http://www.tirant.com/detalle?articulo=9788490045695	http://www.tirant.com/portadas/9788490045695.jpg	0100000000|0101000000|0101160000|0100000000|0117000000|0117010000|	|Cecilia Gómez-Salvago Sánchez	Tirant lo Blanch	01/2012	42	Cecilia Gómez-Salvago Sánchez	http://www.tirant.com/indexes/9788490045695.txt	http://www.tirant.com/resenyas/9788490045695-resenya.txt	12.00	3	90
9788484562269	La responsabilidad contractual del porteador en el transporte de pasajeros	http://www.tirant.com/detalle?articulo=9788484562269	http://www.tirant.com/portadas/9788484562269.jpg	0100000000|0101000000|0101270000|	|María Jesús Guerrero Lebrón	Tirant lo Blanch	2005	2580	María Jesús Guerrero Lebrón	http://www.tirant.com/indexes/9788484562269.txt	http://www.tirant.com/resenyas/9788484562269-resenya.txt	20.00	3	484
9788484562450	La marca notoria no registrada	http://www.tirant.com/detalle?articulo=9788484562450	http://www.tirant.com/portadas/9788484562450.jpg	0100000000|0101000000|0101180000|	|Daniel Espina	Tirant lo Blanch	06/2005	2580	Daniel Espina	http://www.tirant.com/indexes/9788484562450.txt	http://www.tirant.com/resenyas/9788484562450-resenya.txt	10.00	3	174
9788484562276	El contrato de personality merchandising	http://www.tirant.com/detalle?articulo=9788484562276	http://www.tirant.com/portadas/9788484562276.jpg	0100000000|0101000000|0101180000|	|M. Teresa Franquet Sugrañes	Tirant lo Blanch	06/2005	2580	M. Teresa Franquet Sugrañes	http://www.tirant.com/indexes/9788484562276.txt	http://www.tirant.com/resenyas/9788484562276-resenya.txt	25.00	3	589
9788484562962	Prohibiciones de competencia en la sociedad de responsabilidad limitada	http://www.tirant.com/detalle?articulo=9788484562962	http://www.tirant.com/portadas/9788484562962.jpg	0100000000|0101000000|0101180000|	|Ángel Fernández Albor	Tirant lo Blanch	06/2005	2580		http://www.tirant.com/indexes/9788484562962.txt	http://www.tirant.com/resenyas/9788484562962-resenya.txt	15.00	3	349
9788484563662	Estudios Sobre la Constitución Ecuatoriana de 1998	http://www.tirant.com/detalle?articulo=9788484563662	http://www.tirant.com/portadas/9788484563662.jpg	0100000000|0107000000|0107010000|	|Roberto Viciano Pastor |Julio César Trujillo |Santiago Andrade	Tirant lo Blanch	06/2005	2581	Roberto Viciano Pastor	http://www.tirant.com/indexes/9788484563662.txt	http://www.tirant.com/resenyas/9788484563662-resenya.txt	18.00	3	453
